Illness Name,Category
"Leg Length Discrepancy, Chronic Fatigue Syndrome","3, 2"
"Leg Length Discrepancy, Quadriplegia","3, 3"
"Leg Length Discrepancy, Mania","3, 1"
"Leg Length Discrepancy, Monoplegia","3, 3"
"Leg Length Discrepancy, Mumps","3, 0"
"Leg Length Discrepancy, Ear Infection","3, 0"
"Leg Length Discrepancy, Diabetes","3, 2"
"Leg Length Discrepancy, Multiple Sclerosis","3, 3"
"Leg Length Discrepancy, Impulse Control Disorder","3, 1"
"Leg Length Discrepancy, Autism Spectrum Disorder","3, 1"
"Leg Length Discrepancy, Hyperactivity Disorder","3, 1"
"Leg Length Discrepancy, Sarcoidosis","3, 2"
"Leg Length Discrepancy, Drop Foot","3, 3"
"Leg Length Discrepancy, Scarlet Fever","3, 0"
"Leg Length Discrepancy, Tuberculosis","3, 0"
"Leg Length Discrepancy, Schizoaffective Disorder","3, 1"
"Leg Length Discrepancy, Common Cold","3, 0"
"Leg Length Discrepancy, Celiac Disease","3, 2"
"Leg Length Discrepancy, Bronchitis","3, 0"
"Leg Length Discrepancy, Emotional Dysregulation","3, 1"
"Leg Length Discrepancy, Chronic Bronchitis","3, 2"
"Leg Length Discrepancy, Postural Deformity","3, 3"
"Leg Length Discrepancy, Eating Disorder","3, 1"
"Ataxia, Aplastic Anemia","3, 2"
"Ataxia, Kyphosis","3, 3"
"Ataxia, Spinal Cord Injury","3, 3"
"Ataxia, Depression","3, 1"
"Ataxia, Orthopedic Impairment","3, 3"
"Ataxia, Malaria","3, 0"
"Ataxia, Hemophilia","3, 2"
"Ataxia, Neurocognitive Disorder","3, 1"
"Ataxia, Cirrhosis","3, 2"
"Ataxia, Kleptomania","3, 1"
"Ataxia, Graves’ Disease","3, 2"
"Ataxia, Balance Disorder","3, 3"
"Ataxia, Social Anxiety Disorder","3, 1"
"Ataxia, Autoimmune Hepatitis","3, 2"
"Ataxia, Tic Disorders","3, 1"
"Ataxia, Panic Disorder","3, 1"
"Ataxia, Adjustment Disorder","3, 1"
"Ataxia, Hallucination Disorder","3, 1"
"Ataxia, Rabies","3, 0"
"Ataxia, Crohn’s Disease","3, 2"
"Ataxia, Parkinson’s Disease","3, 2"
"Ataxia, Anthrax","3, 0"
"Ataxia, RSV","3, 0"
"Ataxia, Bulimia","3, 1"
"Ataxia, Chronic Sinusitis","3, 2"
"Ataxia, Norovirus","3, 0"
"Ataxia, Spina Bifida","3, 3"
"Ataxia, Paget's Disease","3, 2"
"Ataxia, Barrett’s Esophagus","3, 2"
"Ataxia, Heart Disease","3, 2"
"Ataxia, Limb Girdle Disorder","3, 3"
"Ataxia, Dissociative Identity Disorder","3, 1"
"Ataxia, Yellow Fever","3, 0"
"Ataxia, Sinus Infection","3, 0"
"Ataxia, Influenza","3, 0"
"Ataxia, Hepatitis A","3, 0"
"Ataxia, Sickle Cell Disease","3, 2"
"Ataxia, Visual Impairment","3, 3"
"Ataxia, Hypertension","3, 2"
"Ataxia, Endometriosis","3, 2"
"Ataxia, Bacterial Meningitis","3, 0"
"Ataxia, Catatonia","3, 1"
"Ataxia, Muscular Dystrophy","3, 3"
"Ataxia, Dwarfism","3, 3"
"Ataxia, Pathological Gambling","3, 1"
"Ataxia, Traumatic Brain Injury","3, 3"
"Ataxia, Somatic Symptom Disorder","3, 1"
"Ataxia, Anorexia","3, 1"
"Ataxia, Polycystic Kidney Disease","3, 2"
"Ataxia, Hip Dysplasia","3, 3"
"Ataxia, Campylobacteriosis","3, 0"
"Ataxia, Schizophrenia","3, 1"
"Ataxia, Selective Mutism","3, 1"
"Ataxia, Microcephaly","3, 3"
"Ataxia, Psychotic Depression","3, 1"
"Ataxia, Giardiasis","3, 0"
"Ataxia, Mobility Impairment","3, 3"
"Ataxia, Tetanus","3, 0"
"Ataxia, Leptospirosis","3, 0"
"Ataxia, Substance Use Disorder","3, 1"
"Ataxia, Mood Disorder","3, 1"
"Ataxia, Spastic Diplegia","3, 3"
"Ataxia, Amyloidosis","3, 2"
"Ataxia, Paratyphoid Fever","3, 0"
"Ataxia, OCD","3, 1"
"Ataxia, Scoliosis","3, 3"
"Ataxia, Arthrogryposis","3, 3"
"Ataxia, Arthritis","3, 2"
"Ataxia, Claw Hand","3, 3"
"Ataxia, Sleep Disorder","3, 1"
"Ataxia, Polio","3, 3"
"Ataxia, Measles","3, 0"
"Ataxia, Hearing Loss","3, 3"
"Ataxia, Borderline Personality Disorder","3, 1"
"Ataxia, Short Stature","3, 3"
"Ataxia, Delirium","3, 1"
"Ataxia, Chikungunya","3, 0"
"Ataxia, PTSD","3, 1"
"Ataxia, Botulism","3, 0"
"Ataxia, Chickenpox","3, 0"
"Ataxia, Blindness","3, 3"
"Ataxia, Anxiety","3, 1"
"Ataxia, Strep Throat","3, 0"
"Ataxia, Trichotillomania","3, 1"
"Ataxia, ADHD","3, 1"
"Ataxia, Amputation","3, 3"
"Ataxia, Gout","3, 2"
"Ataxia, Zika Virus","3, 0"
"Ataxia, Chronic Kidney Disease","3, 2"
"Ataxia, Paraphilic Disorder","3, 1"
"Ataxia, Paralysis","3, 3"
"Ataxia, Thalassemia","3, 2"
"Ataxia, Torticollis","3, 3"
"Ataxia, Cerebral Palsy","3, 3"
"Ataxia, Listeriosis","3, 0"
"Ataxia, Paranoia","3, 1"
"Ataxia, E. coli Infection","3, 0"
"Ataxia, COPD","3, 2"
"Ataxia, Lupus","3, 2"
"Ataxia, Typhoid Fever","3, 0"
"Ataxia, Whooping Cough","3, 0"
"Ataxia, Hand Deformity","3, 3"
"Ataxia, Chronic Urticaria","3, 2"
"Ataxia, Food Poisoning","3, 0"
"Ataxia, Psychosis","3, 1"
"Ataxia, Myasthenia Gravis","3, 2"
"Ataxia, Peripheral Artery Disease","3, 2"
"Ataxia, Dengue Fever","3, 0"
"Ataxia, Coxa Vara","3, 3"
"Ataxia, Hepatitis C","3, 0"
"Ataxia, Asthma","3, 2"
"Ataxia, COVID-19","3, 0"
"Ataxia, Rheumatic Heart Disease","3, 2"
"Ataxia, Histrionic Personality Disorder","3, 1"
"Ataxia, Hepatitis B","3, 0"
"Ataxia, Thyroid Disease","3, 2"
"Ataxia, Hemiplegia","3, 3"
"Ataxia, Chronic Appendicitis","3, 2"
"Ataxia, Clubfoot","3, 3"
"Ataxia, Speech Impairment","3, 3"
"Ataxia, Fibromyalgia","3, 2"
"Ataxia, Ulcerative Colitis","3, 2"
"Ataxia, Osteogenesis Imperfecta","3, 3"
"Ataxia, Muscle Weakness","3, 3"
"Ataxia, Toxoplasmosis","3, 0"
"Ataxia, Psoriasis","3, 2"
"Ataxia, Narcissistic Personality Disorder","3, 1"
"Ataxia, Phobias","3, 1"
"Ataxia, Chronic Pancreatitis","3, 2"
"Ataxia, Chronic Migraine","3, 2"
"Ataxia, Cystic Fibrosis","3, 2"
"Ataxia, Seasonal Affective Disorder","3, 1"
"Ataxia, Frozen Shoulder","3, 3"
"Ataxia, Bipolar Disorder","3, 1"
"Ataxia, Chronic Fatigue Syndrome","3, 2"
"Ataxia, Quadriplegia","3, 3"
"Ataxia, Mania","3, 1"
"Ataxia, Monoplegia","3, 3"
"Ataxia, Mumps","3, 0"
"Ataxia, Ear Infection","3, 0"
"Ataxia, Diabetes","3, 2"
"Ataxia, Multiple Sclerosis","3, 3"
"Ataxia, Impulse Control Disorder","3, 1"
"Ataxia, Autism Spectrum Disorder","3, 1"
"Ataxia, Hyperactivity Disorder","3, 1"
"Ataxia, Sarcoidosis","3, 2"
"Ataxia, Drop Foot","3, 3"
"Ataxia, Scarlet Fever","3, 0"
"Ataxia, Tuberculosis","3, 0"
"Ataxia, Schizoaffective Disorder","3, 1"
"Ataxia, Common Cold","3, 0"
"Ataxia, Celiac Disease","3, 2"
"Ataxia, Bronchitis","3, 0"
"Ataxia, Emotional Dysregulation","3, 1"
"Ataxia, Chronic Bronchitis","3, 2"
"Ataxia, Postural Deformity","3, 3"
"Ataxia, Eating Disorder","3, 1"
"Aplastic Anemia, Kyphosis","2, 3"
"Aplastic Anemia, Spinal Cord Injury","2, 3"
"Aplastic Anemia, Depression","2, 1"
"Aplastic Anemia, Orthopedic Impairment","2, 3"
"Aplastic Anemia, Malaria","2, 0"
"Aplastic Anemia, Hemophilia","2, 2"
"Aplastic Anemia, Neurocognitive Disorder","2, 1"
"Aplastic Anemia, Cirrhosis","2, 2"
"Aplastic Anemia, Kleptomania","2, 1"
"Aplastic Anemia, Graves’ Disease","2, 2"
"Aplastic Anemia, Balance Disorder","2, 3"
"Aplastic Anemia, Social Anxiety Disorder","2, 1"
"Aplastic Anemia, Autoimmune Hepatitis","2, 2"
"Aplastic Anemia, Tic Disorders","2, 1"
"Aplastic Anemia, Panic Disorder","2, 1"
"Aplastic Anemia, Adjustment Disorder","2, 1"
"Aplastic Anemia, Hallucination Disorder","2, 1"
"Aplastic Anemia, Rabies","2, 0"
"Aplastic Anemia, Crohn’s Disease","2, 2"
"Aplastic Anemia, Parkinson’s Disease","2, 2"
"Aplastic Anemia, Anthrax","2, 0"
"Aplastic Anemia, RSV","2, 0"
"Aplastic Anemia, Bulimia","2, 1"
"Aplastic Anemia, Chronic Sinusitis","2, 2"
"Aplastic Anemia, Norovirus","2, 0"
"Aplastic Anemia, Spina Bifida","2, 3"
"Aplastic Anemia, Paget's Disease","2, 2"
"Aplastic Anemia, Barrett’s Esophagus","2, 2"
"Aplastic Anemia, Heart Disease","2, 2"
"Aplastic Anemia, Limb Girdle Disorder","2, 3"
"Aplastic Anemia, Dissociative Identity Disorder","2, 1"
"Aplastic Anemia, Yellow Fever","2, 0"
"Aplastic Anemia, Sinus Infection","2, 0"
"Aplastic Anemia, Influenza","2, 0"
"Aplastic Anemia, Hepatitis A","2, 0"
"Aplastic Anemia, Sickle Cell Disease","2, 2"
"Aplastic Anemia, Visual Impairment","2, 3"
"Aplastic Anemia, Hypertension","2, 2"
"Aplastic Anemia, Endometriosis","2, 2"
"Aplastic Anemia, Bacterial Meningitis","2, 0"
"Aplastic Anemia, Catatonia","2, 1"
"Aplastic Anemia, Muscular Dystrophy","2, 3"
"Aplastic Anemia, Dwarfism","2, 3"
"Aplastic Anemia, Pathological Gambling","2, 1"
"Aplastic Anemia, Traumatic Brain Injury","2, 3"
"Aplastic Anemia, Somatic Symptom Disorder","2, 1"
"Aplastic Anemia, Anorexia","2, 1"
"Aplastic Anemia, Polycystic Kidney Disease","2, 2"
"Aplastic Anemia, Hip Dysplasia","2, 3"
"Aplastic Anemia, Campylobacteriosis","2, 0"
"Aplastic Anemia, Schizophrenia","2, 1"
"Aplastic Anemia, Selective Mutism","2, 1"
"Aplastic Anemia, Microcephaly","2, 3"
"Aplastic Anemia, Psychotic Depression","2, 1"
"Aplastic Anemia, Giardiasis","2, 0"
"Aplastic Anemia, Mobility Impairment","2, 3"
"Aplastic Anemia, Tetanus","2, 0"
"Aplastic Anemia, Leptospirosis","2, 0"
"Aplastic Anemia, Substance Use Disorder","2, 1"
"Aplastic Anemia, Mood Disorder","2, 1"
"Aplastic Anemia, Spastic Diplegia","2, 3"
"Aplastic Anemia, Amyloidosis","2, 2"
"Aplastic Anemia, Paratyphoid Fever","2, 0"
"Aplastic Anemia, OCD","2, 1"
"Aplastic Anemia, Scoliosis","2, 3"
"Aplastic Anemia, Arthrogryposis","2, 3"
"Aplastic Anemia, Arthritis","2, 2"
"Aplastic Anemia, Claw Hand","2, 3"
"Aplastic Anemia, Sleep Disorder","2, 1"
"Aplastic Anemia, Polio","2, 3"
"Aplastic Anemia, Measles","2, 0"
"Aplastic Anemia, Hearing Loss","2, 3"
"Aplastic Anemia, Borderline Personality Disorder","2, 1"
"Aplastic Anemia, Short Stature","2, 3"
"Aplastic Anemia, Delirium","2, 1"
"Aplastic Anemia, Chikungunya","2, 0"
"Aplastic Anemia, PTSD","2, 1"
"Aplastic Anemia, Botulism","2, 0"
"Aplastic Anemia, Chickenpox","2, 0"
"Aplastic Anemia, Blindness","2, 3"
"Aplastic Anemia, Anxiety","2, 1"
"Aplastic Anemia, Strep Throat","2, 0"
"Aplastic Anemia, Trichotillomania","2, 1"
"Aplastic Anemia, ADHD","2, 1"
"Aplastic Anemia, Amputation","2, 3"
"Aplastic Anemia, Gout","2, 2"
"Aplastic Anemia, Zika Virus","2, 0"
"Aplastic Anemia, Chronic Kidney Disease","2, 2"
"Aplastic Anemia, Paraphilic Disorder","2, 1"
"Aplastic Anemia, Paralysis","2, 3"
"Aplastic Anemia, Thalassemia","2, 2"
"Aplastic Anemia, Torticollis","2, 3"
"Aplastic Anemia, Cerebral Palsy","2, 3"
"Aplastic Anemia, Listeriosis","2, 0"
"Aplastic Anemia, Paranoia","2, 1"
"Aplastic Anemia, E. coli Infection","2, 0"
"Aplastic Anemia, COPD","2, 2"
"Aplastic Anemia, Lupus","2, 2"
"Aplastic Anemia, Typhoid Fever","2, 0"
"Aplastic Anemia, Whooping Cough","2, 0"
"Aplastic Anemia, Hand Deformity","2, 3"
"Aplastic Anemia, Chronic Urticaria","2, 2"
"Aplastic Anemia, Food Poisoning","2, 0"
"Aplastic Anemia, Psychosis","2, 1"
"Aplastic Anemia, Myasthenia Gravis","2, 2"
"Aplastic Anemia, Peripheral Artery Disease","2, 2"
"Aplastic Anemia, Dengue Fever","2, 0"
"Aplastic Anemia, Coxa Vara","2, 3"
"Aplastic Anemia, Hepatitis C","2, 0"
"Aplastic Anemia, Asthma","2, 2"
"Aplastic Anemia, COVID-19","2, 0"
"Aplastic Anemia, Rheumatic Heart Disease","2, 2"
"Aplastic Anemia, Histrionic Personality Disorder","2, 1"
"Aplastic Anemia, Hepatitis B","2, 0"
"Aplastic Anemia, Thyroid Disease","2, 2"
"Aplastic Anemia, Hemiplegia","2, 3"
"Aplastic Anemia, Chronic Appendicitis","2, 2"
"Aplastic Anemia, Clubfoot","2, 3"
"Aplastic Anemia, Speech Impairment","2, 3"
"Aplastic Anemia, Fibromyalgia","2, 2"
"Aplastic Anemia, Ulcerative Colitis","2, 2"
"Aplastic Anemia, Osteogenesis Imperfecta","2, 3"
"Aplastic Anemia, Muscle Weakness","2, 3"
"Aplastic Anemia, Toxoplasmosis","2, 0"
"Aplastic Anemia, Psoriasis","2, 2"
"Aplastic Anemia, Narcissistic Personality Disorder","2, 1"
"Aplastic Anemia, Phobias","2, 1"
"Aplastic Anemia, Chronic Pancreatitis","2, 2"
"Aplastic Anemia, Chronic Migraine","2, 2"
"Aplastic Anemia, Cystic Fibrosis","2, 2"
"Aplastic Anemia, Seasonal Affective Disorder","2, 1"
"Aplastic Anemia, Frozen Shoulder","2, 3"
"Aplastic Anemia, Bipolar Disorder","2, 1"
"Aplastic Anemia, Chronic Fatigue Syndrome","2, 2"
"Aplastic Anemia, Quadriplegia","2, 3"
"Aplastic Anemia, Mania","2, 1"
"Aplastic Anemia, Monoplegia","2, 3"
"Aplastic Anemia, Mumps","2, 0"
"Aplastic Anemia, Ear Infection","2, 0"
"Aplastic Anemia, Diabetes","2, 2"
"Aplastic Anemia, Multiple Sclerosis","2, 3"
"Aplastic Anemia, Impulse Control Disorder","2, 1"
"Aplastic Anemia, Autism Spectrum Disorder","2, 1"
"Aplastic Anemia, Hyperactivity Disorder","2, 1"
"Aplastic Anemia, Sarcoidosis","2, 2"
"Aplastic Anemia, Drop Foot","2, 3"
"Aplastic Anemia, Scarlet Fever","2, 0"
"Aplastic Anemia, Tuberculosis","2, 0"
"Aplastic Anemia, Schizoaffective Disorder","2, 1"
"Aplastic Anemia, Common Cold","2, 0"
"Aplastic Anemia, Celiac Disease","2, 2"
"Aplastic Anemia, Bronchitis","2, 0"
"Aplastic Anemia, Emotional Dysregulation","2, 1"
"Aplastic Anemia, Chronic Bronchitis","2, 2"
"Aplastic Anemia, Postural Deformity","2, 3"
"Aplastic Anemia, Eating Disorder","2, 1"
"Kyphosis, Spinal Cord Injury","3, 3"
"Kyphosis, Depression","3, 1"
"Kyphosis, Orthopedic Impairment","3, 3"
"Kyphosis, Malaria","3, 0"
"Kyphosis, Hemophilia","3, 2"
"Kyphosis, Neurocognitive Disorder","3, 1"
"Kyphosis, Cirrhosis","3, 2"
"Kyphosis, Kleptomania","3, 1"
"Kyphosis, Graves’ Disease","3, 2"
"Kyphosis, Balance Disorder","3, 3"
"Kyphosis, Social Anxiety Disorder","3, 1"
"Kyphosis, Autoimmune Hepatitis","3, 2"
"Kyphosis, Tic Disorders","3, 1"
"Kyphosis, Panic Disorder","3, 1"
"Kyphosis, Adjustment Disorder","3, 1"
"Kyphosis, Hallucination Disorder","3, 1"
"Kyphosis, Rabies","3, 0"
"Kyphosis, Crohn’s Disease","3, 2"
"Kyphosis, Parkinson’s Disease","3, 2"
"Kyphosis, Anthrax","3, 0"
"Kyphosis, RSV","3, 0"
"Kyphosis, Bulimia","3, 1"
"Kyphosis, Chronic Sinusitis","3, 2"
"Kyphosis, Norovirus","3, 0"
"Kyphosis, Spina Bifida","3, 3"
"Kyphosis, Paget's Disease","3, 2"
"Kyphosis, Barrett’s Esophagus","3, 2"
"Kyphosis, Heart Disease","3, 2"
"Kyphosis, Limb Girdle Disorder","3, 3"
"Kyphosis, Dissociative Identity Disorder","3, 1"
"Kyphosis, Yellow Fever","3, 0"
"Kyphosis, Sinus Infection","3, 0"
"Kyphosis, Influenza","3, 0"
"Kyphosis, Hepatitis A","3, 0"
"Kyphosis, Sickle Cell Disease","3, 2"
"Kyphosis, Visual Impairment","3, 3"
"Kyphosis, Hypertension","3, 2"
"Kyphosis, Endometriosis","3, 2"
"Kyphosis, Bacterial Meningitis","3, 0"
"Kyphosis, Catatonia","3, 1"
"Kyphosis, Muscular Dystrophy","3, 3"
"Kyphosis, Dwarfism","3, 3"
"Kyphosis, Pathological Gambling","3, 1"
"Kyphosis, Traumatic Brain Injury","3, 3"
"Kyphosis, Somatic Symptom Disorder","3, 1"
"Kyphosis, Anorexia","3, 1"
"Kyphosis, Polycystic Kidney Disease","3, 2"
"Kyphosis, Hip Dysplasia","3, 3"
"Kyphosis, Campylobacteriosis","3, 0"
"Kyphosis, Schizophrenia","3, 1"
"Kyphosis, Selective Mutism","3, 1"
"Kyphosis, Microcephaly","3, 3"
"Kyphosis, Psychotic Depression","3, 1"
"Kyphosis, Giardiasis","3, 0"
"Kyphosis, Mobility Impairment","3, 3"
"Kyphosis, Tetanus","3, 0"
"Kyphosis, Leptospirosis","3, 0"
"Kyphosis, Substance Use Disorder","3, 1"
"Kyphosis, Mood Disorder","3, 1"
"Kyphosis, Spastic Diplegia","3, 3"
"Kyphosis, Amyloidosis","3, 2"
"Kyphosis, Paratyphoid Fever","3, 0"
"Kyphosis, OCD","3, 1"
"Kyphosis, Scoliosis","3, 3"
"Kyphosis, Arthrogryposis","3, 3"
"Kyphosis, Arthritis","3, 2"
"Kyphosis, Claw Hand","3, 3"
"Kyphosis, Sleep Disorder","3, 1"
"Kyphosis, Polio","3, 3"
"Kyphosis, Measles","3, 0"
"Kyphosis, Hearing Loss","3, 3"
"Kyphosis, Borderline Personality Disorder","3, 1"
"Kyphosis, Short Stature","3, 3"
"Kyphosis, Delirium","3, 1"
"Kyphosis, Chikungunya","3, 0"
"Kyphosis, PTSD","3, 1"
"Kyphosis, Botulism","3, 0"
"Kyphosis, Chickenpox","3, 0"
"Kyphosis, Blindness","3, 3"
"Kyphosis, Anxiety","3, 1"
"Kyphosis, Strep Throat","3, 0"
"Kyphosis, Trichotillomania","3, 1"
"Kyphosis, ADHD","3, 1"
"Kyphosis, Amputation","3, 3"
"Kyphosis, Gout","3, 2"
"Kyphosis, Zika Virus","3, 0"
"Kyphosis, Chronic Kidney Disease","3, 2"
"Kyphosis, Paraphilic Disorder","3, 1"
"Kyphosis, Paralysis","3, 3"
"Kyphosis, Thalassemia","3, 2"
"Kyphosis, Torticollis","3, 3"
"Kyphosis, Cerebral Palsy","3, 3"
"Kyphosis, Listeriosis","3, 0"
"Kyphosis, Paranoia","3, 1"
"Kyphosis, E. coli Infection","3, 0"
"Kyphosis, COPD","3, 2"
"Kyphosis, Lupus","3, 2"
"Kyphosis, Typhoid Fever","3, 0"
"Kyphosis, Whooping Cough","3, 0"
"Kyphosis, Hand Deformity","3, 3"
"Kyphosis, Chronic Urticaria","3, 2"
"Kyphosis, Food Poisoning","3, 0"
"Kyphosis, Psychosis","3, 1"
"Kyphosis, Myasthenia Gravis","3, 2"
"Kyphosis, Peripheral Artery Disease","3, 2"
"Kyphosis, Dengue Fever","3, 0"
"Kyphosis, Coxa Vara","3, 3"
"Kyphosis, Hepatitis C","3, 0"
"Kyphosis, Asthma","3, 2"
"Kyphosis, COVID-19","3, 0"
"Kyphosis, Rheumatic Heart Disease","3, 2"
"Kyphosis, Histrionic Personality Disorder","3, 1"
"Kyphosis, Hepatitis B","3, 0"
"Kyphosis, Thyroid Disease","3, 2"
"Kyphosis, Hemiplegia","3, 3"
"Kyphosis, Chronic Appendicitis","3, 2"
"Kyphosis, Clubfoot","3, 3"
"Kyphosis, Speech Impairment","3, 3"
"Kyphosis, Fibromyalgia","3, 2"
"Kyphosis, Ulcerative Colitis","3, 2"
"Kyphosis, Osteogenesis Imperfecta","3, 3"
"Kyphosis, Muscle Weakness","3, 3"
"Kyphosis, Toxoplasmosis","3, 0"
"Kyphosis, Psoriasis","3, 2"
"Kyphosis, Narcissistic Personality Disorder","3, 1"
"Kyphosis, Phobias","3, 1"
"Kyphosis, Chronic Pancreatitis","3, 2"
"Kyphosis, Chronic Migraine","3, 2"
"Kyphosis, Cystic Fibrosis","3, 2"
"Kyphosis, Seasonal Affective Disorder","3, 1"
"Kyphosis, Frozen Shoulder","3, 3"
"Kyphosis, Bipolar Disorder","3, 1"
"Kyphosis, Chronic Fatigue Syndrome","3, 2"
"Kyphosis, Quadriplegia","3, 3"
"Kyphosis, Mania","3, 1"
"Kyphosis, Monoplegia","3, 3"
"Kyphosis, Mumps","3, 0"
"Kyphosis, Ear Infection","3, 0"
"Kyphosis, Diabetes","3, 2"
"Kyphosis, Multiple Sclerosis","3, 3"
"Kyphosis, Impulse Control Disorder","3, 1"
"Kyphosis, Autism Spectrum Disorder","3, 1"
"Kyphosis, Hyperactivity Disorder","3, 1"
"Kyphosis, Sarcoidosis","3, 2"
"Kyphosis, Drop Foot","3, 3"
"Kyphosis, Scarlet Fever","3, 0"
"Kyphosis, Tuberculosis","3, 0"
"Kyphosis, Schizoaffective Disorder","3, 1"
"Kyphosis, Common Cold","3, 0"
"Kyphosis, Celiac Disease","3, 2"
"Kyphosis, Bronchitis","3, 0"
"Kyphosis, Emotional Dysregulation","3, 1"
"Kyphosis, Chronic Bronchitis","3, 2"
"Kyphosis, Postural Deformity","3, 3"
"Kyphosis, Eating Disorder","3, 1"
"Spinal Cord Injury, Depression","3, 1"
"Spinal Cord Injury, Orthopedic Impairment","3, 3"
"Spinal Cord Injury, Malaria","3, 0"
"Spinal Cord Injury, Hemophilia","3, 2"
"Spinal Cord Injury, Neurocognitive Disorder","3, 1"
"Spinal Cord Injury, Cirrhosis","3, 2"
"Spinal Cord Injury, Kleptomania","3, 1"
"Spinal Cord Injury, Graves’ Disease","3, 2"
"Spinal Cord Injury, Balance Disorder","3, 3"
"Spinal Cord Injury, Social Anxiety Disorder","3, 1"
"Spinal Cord Injury, Autoimmune Hepatitis","3, 2"
"Spinal Cord Injury, Tic Disorders","3, 1"
"Spinal Cord Injury, Panic Disorder","3, 1"
"Spinal Cord Injury, Adjustment Disorder","3, 1"
"Spinal Cord Injury, Hallucination Disorder","3, 1"
"Spinal Cord Injury, Rabies","3, 0"
"Spinal Cord Injury, Crohn’s Disease","3, 2"
"Spinal Cord Injury, Parkinson’s Disease","3, 2"
"Spinal Cord Injury, Anthrax","3, 0"
"Spinal Cord Injury, RSV","3, 0"
"Spinal Cord Injury, Bulimia","3, 1"
"Spinal Cord Injury, Chronic Sinusitis","3, 2"
"Spinal Cord Injury, Norovirus","3, 0"
"Spinal Cord Injury, Spina Bifida","3, 3"
"Spinal Cord Injury, Paget's Disease","3, 2"
"Spinal Cord Injury, Barrett’s Esophagus","3, 2"
"Spinal Cord Injury, Heart Disease","3, 2"
"Spinal Cord Injury, Limb Girdle Disorder","3, 3"
"Spinal Cord Injury, Dissociative Identity Disorder","3, 1"
"Spinal Cord Injury, Yellow Fever","3, 0"
"Spinal Cord Injury, Sinus Infection","3, 0"
"Spinal Cord Injury, Influenza","3, 0"
"Spinal Cord Injury, Hepatitis A","3, 0"
"Spinal Cord Injury, Sickle Cell Disease","3, 2"
"Spinal Cord Injury, Visual Impairment","3, 3"
"Spinal Cord Injury, Hypertension","3, 2"
"Spinal Cord Injury, Endometriosis","3, 2"
"Spinal Cord Injury, Bacterial Meningitis","3, 0"
"Spinal Cord Injury, Catatonia","3, 1"
"Spinal Cord Injury, Muscular Dystrophy","3, 3"
"Spinal Cord Injury, Dwarfism","3, 3"
"Spinal Cord Injury, Pathological Gambling","3, 1"
"Spinal Cord Injury, Traumatic Brain Injury","3, 3"
"Spinal Cord Injury, Somatic Symptom Disorder","3, 1"
"Spinal Cord Injury, Anorexia","3, 1"
"Spinal Cord Injury, Polycystic Kidney Disease","3, 2"
"Spinal Cord Injury, Hip Dysplasia","3, 3"
"Spinal Cord Injury, Campylobacteriosis","3, 0"
"Spinal Cord Injury, Schizophrenia","3, 1"
"Spinal Cord Injury, Selective Mutism","3, 1"
"Spinal Cord Injury, Microcephaly","3, 3"
"Spinal Cord Injury, Psychotic Depression","3, 1"
"Spinal Cord Injury, Giardiasis","3, 0"
"Spinal Cord Injury, Mobility Impairment","3, 3"
"Spinal Cord Injury, Tetanus","3, 0"
"Spinal Cord Injury, Leptospirosis","3, 0"
"Spinal Cord Injury, Substance Use Disorder","3, 1"
"Spinal Cord Injury, Mood Disorder","3, 1"
"Spinal Cord Injury, Spastic Diplegia","3, 3"
"Spinal Cord Injury, Amyloidosis","3, 2"
"Spinal Cord Injury, Paratyphoid Fever","3, 0"
"Spinal Cord Injury, OCD","3, 1"
"Spinal Cord Injury, Scoliosis","3, 3"
"Spinal Cord Injury, Arthrogryposis","3, 3"
"Spinal Cord Injury, Arthritis","3, 2"
"Spinal Cord Injury, Claw Hand","3, 3"
"Spinal Cord Injury, Sleep Disorder","3, 1"
"Spinal Cord Injury, Polio","3, 3"
"Spinal Cord Injury, Measles","3, 0"
"Spinal Cord Injury, Hearing Loss","3, 3"
"Spinal Cord Injury, Borderline Personality Disorder","3, 1"
"Spinal Cord Injury, Short Stature","3, 3"
"Spinal Cord Injury, Delirium","3, 1"
"Spinal Cord Injury, Chikungunya","3, 0"
"Spinal Cord Injury, PTSD","3, 1"
"Spinal Cord Injury, Botulism","3, 0"
"Spinal Cord Injury, Chickenpox","3, 0"
"Spinal Cord Injury, Blindness","3, 3"
"Spinal Cord Injury, Anxiety","3, 1"
"Spinal Cord Injury, Strep Throat","3, 0"
"Spinal Cord Injury, Trichotillomania","3, 1"
"Spinal Cord Injury, ADHD","3, 1"
"Spinal Cord Injury, Amputation","3, 3"
"Spinal Cord Injury, Gout","3, 2"
"Spinal Cord Injury, Zika Virus","3, 0"
"Spinal Cord Injury, Chronic Kidney Disease","3, 2"
"Spinal Cord Injury, Paraphilic Disorder","3, 1"
"Spinal Cord Injury, Paralysis","3, 3"
"Spinal Cord Injury, Thalassemia","3, 2"
"Spinal Cord Injury, Torticollis","3, 3"
"Spinal Cord Injury, Cerebral Palsy","3, 3"
"Spinal Cord Injury, Listeriosis","3, 0"
